V2;V1;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;file
0603;Szeged Megyei Jogú Város Önkormányzat Kórháza;15;Intenzív betegellátó;10;10;10;0;0;0;3650;584;147;255;182;44;3155;5,4;86,44;31,16;105
0603;Szeged Megyei Jogú Város Önkormányzat Kórháza;16;Fertőző betegellátó;44;44;44;0;0;0;16060;1522;1449;52;21;2;8818;5,79;54,91;1,38;105
0603;Szeged Megyei Jogú Város Önkormányzat Kórháza;18;Elmegyógyászat;75;75;75;0;0;0;27375;1682;1033;605;44;1;22499;13,38;82,19;2,62;105
0603;Szeged Megyei Jogú Város Önkormányzat Kórháza;"";Aktív betegell. oszt. együtt;508;508;508;0;0;0;185420;20064;17531;1893;640;140;142221;7,09;76,7;3,19;105
0604;Szeged Megyei Jogú Város Önkormányzat Gyermekkórháza;05;Csecs.- és gyermekgyógy.;78;78;78;0;0;0;28470;3069;3055;5;9;2;22668;7,39;79,62;0,29;106
0604;Szeged Megyei Jogú Város Önkormányzat Gyermekkórháza;06;Fül-orr-gégészet;20;20;20;0;0;0;7300;2366;2363;3;0;3;5759;2,43;78,89;0;106
0604;Szeged Megyei Jogú Város Önkormányzat Gyermekkórháza;15;Intenzív betegellátó;6;6;6;0;0;0;2190;14;7;7;0;0;164;11,71;7,49;0;106
0604;Szeged Megyei Jogú Város Önkormányzat Gyermekkórháza;"";Aktív betegell. oszt. együtt;104;104;104;0;0;0;37960;5449;5425;15;9;5;28591;5,25;75,32;0,17;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;01;Belgyógyászat;70;70;70;0;0;0;25550;1707;1401;157;149;11;21716;12,72;84,99;8,73;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;02;Sebészet;40;40;40;0;0;0;14600;2199;2059;90;50;16;11870;5,4;81,3;2,27;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;04;Szülészet-nőgyógyászat;30;30;30;0;0;0;10950;1668;1661;7;0;2;9677;5,8;88,37;0;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;05;Csecs.- és gyermekgyógy.;20;20;20;0;0;0;7300;1056;1056;0;0;0;5528;5,23;75,73;0;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;06;Fül-orr-gégészet;20;20;20;0;0;0;7300;694;679;5;10;10;3337;4,81;45,71;1,44;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;07;Szemészet;20;20;20;0;0;0;7300;747;745;2;0;0;3717;4,98;50,92;0;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;09;Ideggyógyászat;30;30;30;0;0;0;10950;669;518;98;53;7;6379;9,54;58,26;7,92;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;15;Intenzív betegellátó;5;5;5;0;0;0;1825;250;135;52;63;19;1289;5,16;70,63;25,2;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;18;Elmegyógyászat;36;36;36;0;0;0;13140;875;543;315;17;1;13529;15,46;103;1,94;107
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;"";Aktív betegell. oszt. együtt;271;271;271;0;0;0;98915;9865;8797;726;342;66;77042;7,81;77,89;3,47;107
0606;Csongrád Megyei Önk. Mellkasi Betegségek Szakkórháza, Deszk;19;Tüdőgyógyászat;137;137;137;0;0;0;50005;4379;3670;536;173;14;42835;9,78;85,66;3,95;108
0606;Csongrád Megyei Önk. Mellkasi Betegségek Szakkórháza, Deszk;;Aktív betegell. oszt. együtt;137;137;137;0;0;0;50005;4379;3670;536;173;14;42835;9,78;85,66;3,95;108
0101;Fővárosi Szent Imre KH-RI;01;Belgyógyászat;280;280;280;0;0;72;102128;11037;9191;1373;473;81;89926;8,15;88,05;4,29;11
0101;Fővárosi Szent Imre KH-RI;02;Sebészet;60;48;38;12;3144;1406;17350;2095;1909;136;50;15;15285;7,3;88,1;2,39;11
0101;Fővárosi Szent Imre KH-RI;04;Szülészet-nőgyógyászat;60;47;44;13;2392;428;19080;3884;3865;17;2;3;14271;3,67;74,8;0,05;11
0101;Fővárosi Szent Imre KH-RI;06;Fül-orr-gégészet;30;30;30;0;0;0;10950;2962;2918;18;26;4;9693;3,27;88,52;0,88;11
0101;Fővárosi Szent Imre KH-RI;07;Szemészet;20;20;20;0;0;0;7300;1285;1267;18;0;0;5418;4,22;74,22;0;11
0101;Fővárosi Szent Imre KH-RI;09;Ideggyógyászat;61;61;61;0;0;0;22265;2150;1735;305;110;20;15880;7,39;71,32;5,12;11
0101;Fővárosi Szent Imre KH-RI;12;Onkológia, onkoradiológia;32;32;32;0;0;0;11680;1345;1297;13;35;0;10291;7,65;88,11;2,6;11
0101;Fővárosi Szent Imre KH-RI;15;Intenzív betegellátó;18;18;18;0;1215;62;5293;693;180;400;113;41;3339;4,82;63,08;16,31;11
0101;Fővárosi Szent Imre KH-RI;18;Elmegyógyászat;60;60;60;0;972;0;20928;951;614;332;5;3;15103;15,88;72,17;0,53;11
0101;Fővárosi Szent Imre KH-RI;19;Tüdőgyógyászat;40;40;40;0;0;0;14600;1061;924;80;57;11;12181;11,48;83,43;5,37;11
0101;Fővárosi Szent Imre KH-RI;"";Aktív betegell. oszt. együtt;661;636;623;25;7723;1968;231574;27463;23900;2692;871;178;191387;6,97;82,65;3,17;11
0600;Szegedi Tudományegyetem;01;Belgyógyászat;233;233;233;0;0;0;85045;10287;9436;535;316;82;71875;6,99;84,51;3,07;110
0600;Szegedi Tudományegyetem;02;Sebészet;170;170;170;0;0;0;62050;9108;7628;1401;79;604;52242;5,74;84,19;0,87;110
0600;Szegedi Tudományegyetem;03;Traumatológia;66;66;66;0;0;0;24090;2700;2499;184;17;25;19330;7,16;80,24;0,63;110
0600;Szegedi Tudományegyetem;04;Szülészet-nőgyógyászat;100;100;100;0;0;0;36500;7133;6969;164;0;690;30414;4,26;83,33;0;110
0600;Szegedi Tudományegyetem;05;Csecs.- és gyermekgyógy.;89;89;89;0;0;0;32485;3408;3044;327;37;20;23560;6,91;72,53;1,09;110
0600;Szegedi Tudományegyetem;06;Fül-orr-gégészet;43;43;43;0;0;0;15695;2223;2064;155;4;64;11285;5,08;71,9;0,18;110
0600;Szegedi Tudományegyetem;07;Szemészet;54;54;54;0;0;0;19710;3549;3535;13;1;2;12757;3,59;64,72;0,03;110
0600;Szegedi Tudományegyetem;08;Bőr- és nemibeteg;55;55;55;0;0;0;20075;2474;2342;123;9;2;18544;7,5;92,37;0,36;110
0600;Szegedi Tudományegyetem;09;Ideggyógyászat;56;56;56;0;0;0;20440;1658;1491;157;10;3;13196;7,96;64,56;0,6;110
0600;Szegedi Tudományegyetem;10;Ortopédia;60;60;60;0;0;0;21900;2083;1876;206;1;1;20497;9,84;93,59;0,05;110
0600;Szegedi Tudományegyetem;12;Onkológia, onkoradiológia;38;38;38;0;0;0;13870;2106;2075;5;26;2;10159;4,82;73,24;1,23;110
0600;Szegedi Tudományegyetem;13;Fog- és szájsebészet;12;12;12;0;0;0;4380;430;422;8;0;2;1937;4,5;44,22;0;110
0600;Szegedi Tudományegyetem;15;Intenzív betegellátó;41;41;41;0;0;0;14965;2610;493;1835;282;328;9619;3,69;64,28;10,8;110
0600;Szegedi Tudományegyetem;18;Elmegyógyászat;98;98;98;0;0;0;35770;2095;1964;130;1;3;26545;12,67;74,21;0,05;110
0600;Szegedi Tudományegyetem;"";Aktív betegell. oszt. együtt;1115;1115;1115;0;0;0;406975;51864;45838;5243;783;1828;321960;6,21;79,11;1,51;110
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;01;Belgyógyászat;300;300;300;0;0;0;109500;12040;9931;1599;510;89;88026;7,31;80,39;4,24;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;02;Sebészet;126;126;126;0;0;0;45990;6016;5509;427;80;57;36239;6,02;78,8;1,33;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;03;Traumatológia;100;100;100;0;0;0;36500;4521;4239;247;35;22;28500;6,3;78,08;0,77;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;04;Szülészet-nőgyógyászat;110;110;110;0;0;0;40150;5849;5711;130;8;282;27018;4,62;67,29;0,14;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;05;Csecs.- és gyermekgyógy.;102;102;102;0;0;0;37230;4086;3988;84;14;23;22380;5,48;60,11;0,34;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;06;Fül-orr-gégészet;40;40;40;0;0;0;14600;3257;3172;68;17;10;13128;4,03;89,92;0,52;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;07;Szemészet;26;26;26;0;0;0;9490;1711;1702;9;0;0;6109;3,57;64,37;0;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;08;Bőr- és nemibeteg;23;23;23;0;0;0;8395;837;805;27;5;0;5408;6,46;64,42;0,6;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;09;Ideggyógyászat;56;56;56;0;0;0;20440;2208;1783;220;205;23;14356;6,5;70,23;9,28;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;10;Ortopédia;33;33;33;0;0;0;12045;1239;1209;30;0;0;10649;8,59;88,41;0;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;11;Urológia;30;30;30;0;0;0;10950;1767;1720;37;10;2;9030;5,11;82,47;0,57;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;12;Onkológia, onkoradiológia;16;16;16;0;0;0;3408;66;65;1;0;0;384;5,82;11,27;0;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;14;Reumatológia;71;71;71;0;0;0;25915;1665;1639;26;0;0;21934;13,17;84,64;0;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;15;Intenzív betegellátó;20;20;20;0;0;0;7300;1071;96;668;307;87;5263;4,91;72,1;28,66;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;16;Fertőző betegellátó;35;35;35;0;0;0;12775;1424;1337;64;23;4;8485;5,96;66,42;1,62;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;17;Felvételi osztály;22;22;22;0;0;0;8030;485;159;248;78;26;1178;2,43;14,67;16,08;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;18;Elmegyógyászat;85;85;85;0;0;0;31025;2092;749;1324;19;0;28277;13,52;91,14;0,91;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;19;Tüdőgyógyászat;64;64;64;0;0;0;23360;2026;952;997;77;3;19181;9,47;82,11;3,8;113
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;"";Aktív betegell. oszt. együtt;1259;1259;1259;0;0;0;457103;52360;44766;6206;1388;628;345545;6,6;75,59;2,65;113
0702;Városi Szent Pantaleon Kórház, Dunaújváros;01;Belgyógyászat;154;154;154;0;0;0;56210;5623;4694;703;226;67;42428;7,55;75,48;4,02;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;02;Sebészet;65;65;65;0;0;0;23725;2792;2475;287;30;17;16960;6,07;71,49;1,07;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;03;Traumatológia;50;50;50;0;0;0;18250;1792;1739;39;14;3;13571;7,57;74,36;0,78;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;04;Szülészet-nőgyógyászat;70;70;70;0;0;0;25550;3154;3123;30;1;6;15898;5,04;62,22;0,03;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;05;Csecs.- és gyermekgyógy.;43;43;43;0;0;0;15695;1792;1763;26;3;13;10496;5,86;66,87;0,17;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;06;Fül-orr-gégészet;30;30;30;0;0;0;10950;1934;1914;4;16;2;7236;3,74;66,08;0,83;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;07;Szemészet;25;25;25;0;0;0;9125;1555;1544;11;0;0;5842;3,76;64,02;0;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;09;Ideggyógyászat;50;50;50;0;0;0;18250;2216;2148;53;15;0;18086;8,16;99,1;0,68;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;10;Ortopédia;5;5;5;0;0;0;1825;51;51;0;0;0;273;5,35;14,96;0;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;11;Urológia;25;25;25;0;0;0;9125;1196;1161;25;10;1;6080;5,08;66,63;0,84;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;15;Intenzív betegellátó;12;12;12;0;0;0;4380;731;133;485;113;31;3539;4,84;80,8;15,46;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;16;Fertőző betegellátó;30;30;30;0;0;0;10950;1257;1038;197;22;2;9341;7,43;85,31;1,75;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;18;Elmegyógyászat;50;50;50;0;0;0;18250;982;426;542;14;1;14193;14,45;77,77;1,43;114
0702;Városi Szent Pantaleon Kórház, Dunaújváros;"";Aktív betegell. oszt. együtt;609;609;609;0;0;0;222285;25075;22209;2402;464;143;163943;6,54;73,75;1,85;114
0703;Városi KH-RI, Mór;01;Belgyógyászat;45;45;45;0;0;0;19605;1556;1409;51;96;14;14008;9;71,45;6,17;115
0703;Városi KH-RI, Mór;02;Sebészet;45;45;45;0;0;0;16425;1755;1689;59;7;1;8948;5,1;54,48;0,4;115
0703;Városi KH-RI, Mór;04;Szülészet-nőgyógyászat;30;30;30;0;0;0;10950;1480;1430;50;0;18;7605;5,14;69,45;0;115
0703;Városi KH-RI, Mór;"";Aktív betegell. oszt. együtt;120;120;120;0;0;0;46980;4791;4528;160;103;33;30561;6,38;65,05;2,15;115
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;01;Belgyógyászat;80;80;80;0;0;0;29200;3474;2952;302;220;34;28373;8,17;97,17;6,33;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;02;Sebészet;50;50;50;0;0;0;18250;1601;1427;141;33;24;10452;6,53;57,27;2,06;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;03;Traumatológia;30;30;30;0;0;0;10950;1331;1287;38;6;2;6984;5,25;63,78;0,45;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;04;Szülészet-nőgyógyászat;40;40;40;0;0;0;14600;2302;2291;10;1;2;9633;4,18;65,98;0,04;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;15;Intenzív betegellátó;4;4;4;0;0;0;1460;142;4;93;45;10;741;5,22;50,75;31,69;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;"";Aktív betegell. oszt. együtt;204;204;204;0;0;0;74460;8850;7961;584;305;72;56183;6,35;75,45;3,45;12
0801;Megyei Petz Aladár Kórház, Győr;01;Belgyógyászat;223;223;223;0;0;0;81395;8530;7364;687;479;86;62369;7,31;76,63;5,62;120
0801;Megyei Petz Aladár Kórház, Győr;02;Sebészet;222;222;222;0;0;0;81030;8498;7928;386;184;44;57172;6,73;70,56;2,17;120
0801;Megyei Petz Aladár Kórház, Győr;03;Traumatológia;100;100;100;0;0;0;36500;4916;4736;116;64;28;32748;6,66;89,72;1,3;120
0801;Megyei Petz Aladár Kórház, Győr;04;Szülészet-nőgyógyászat;130;130;130;0;0;0;47450;6787;6752;31;4;1149;31413;4,63;66,2;0,06;120
0801;Megyei Petz Aladár Kórház, Győr;05;Csecs.- és gyermekgyógy.;68;68;68;0;0;0;24820;3275;3037;219;19;5;20409;6,23;82,23;0,58;120
0801;Megyei Petz Aladár Kórház, Győr;06;Fül-orr-gégészet;40;40;40;0;0;0;14600;1818;1768;32;18;1;11489;6,32;78,69;0,99;120
0801;Megyei Petz Aladár Kórház, Győr;07;Szemészet;40;40;40;0;0;0;14600;898;868;29;1;0;8606;9,58;58,95;0,11;120
0801;Megyei Petz Aladár Kórház, Győr;08;Bőr- és nemibeteg;25;25;25;0;0;0;9125;639;623;12;4;0;6810;10,66;74,63;0,63;120
0801;Megyei Petz Aladár Kórház, Győr;09;Ideggyógyászat;46;46;46;0;0;0;16790;1823;994;702;127;21;11835;6,49;70,49;6,97;120
0801;Megyei Petz Aladár Kórház, Győr;10;Ortopédia;28;28;28;0;0;0;10220;932;926;6;0;0;8531;9,15;83,47;0;120
0801;Megyei Petz Aladár Kórház, Győr;11;Urológia;40;40;40;0;0;0;14600;2350;2310;20;20;4;10228;4,35;70,05;0,85;120
0801;Megyei Petz Aladár Kórház, Győr;12;Onkológia, onkoradiológia;73;73;73;0;0;0;26645;2900;2757;38;105;3;13540;4,67;50,82;3,62;120
0801;Megyei Petz Aladár Kórház, Győr;13;Fog- és szájsebészet;14;14;14;0;0;0;5110;578;574;3;1;0;3213;5,56;62,88;0,17;120
0801;Megyei Petz Aladár Kórház, Győr;14;Reumatológia;54;54;54;0;0;0;19710;1307;1296;11;0;0;16897;12,93;85,73;0;120
0801;Megyei Petz Aladár Kórház, Győr;15;Intenzív betegellátó;20;20;20;0;0;0;7300;712;148;420;144;36;4250;5,97;58,22;20,22;120
0801;Megyei Petz Aladár Kórház, Győr;16;Fertőző betegellátó;23;23;23;0;0;0;8395;427;345;67;15;3;3768;8,82;44,88;3,51;120
0801;Megyei Petz Aladár Kórház, Győr;18;Elmegyógyászat;180;180;180;0;0;0;65700;3552;2349;1090;113;6;50509;14,22;76,88;3,18;120
0801;Megyei Petz Aladár Kórház, Győr;19;Tüdőgyógyászat;36;36;36;0;0;0;13140;881;678;134;69;1;10640;12,08;80,97;7,83;120
0801;Megyei Petz Aladár Kórház, Győr;"";Aktív betegell. oszt. együtt;1362;1362;1362;0;0;0;497130;50823;45453;4003;1367;1387;364427;7,17;73,31;2,69;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;01;Belgyógyászat;72;72;72;0;0;0;26280;2083;1738;221;124;21;18449;8,86;70,2;5,95;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;02;Sebészet;60;60;60;0;0;0;21900;2572;2402;123;47;21;16771;6,52;76,58;1,83;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;03;Traumatológia;40;40;40;0;0;0;14600;1457;1377;73;7;80;8976;6,16;61,48;0,48;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;04;Szülészet-nőgyógyászat;42;42;42;0;0;0;15330;2722;2712;10;0;7;11438;4,2;74,61;0;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;05;Csecs.- és gyermekgyógy.;48;48;48;0;0;0;17520;1686;1673;11;2;5;10366;6,15;59,17;0,12;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;06;Fül-orr-gégészet;20;20;20;0;0;0;7300;1413;1405;4;4;0;3752;2,66;51,4;0,28;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;07;Szemészet;20;20;20;0;0;0;7300;983;978;4;1;32;4545;4,62;62,26;0,1;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;09;Ideggyógyászat;45;45;45;0;0;0;16425;1512;1240;181;91;16;11913;7,88;72,53;6,02;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;11;Urológia;20;20;20;0;0;0;7300;941;913;21;7;8;4409;4,69;60,4;0,74;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;15;Intenzív betegellátó;8;8;8;0;0;0;2920;296;57;181;58;16;1321;4,46;45,24;19,59;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;18;Elmegyógyászat;42;42;42;0;0;0;15330;748;497;227;24;1;11863;15,86;77,38;3,21;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;19;Tüdőgyógyászat;40;40;40;0;0;0;14600;999;900;25;74;13;8949;8,96;61,29;7,41;121
0802;Sopron Megyei Jogú Város Erzsébet Kórház;"";Aktív betegell. oszt. együtt;457;457;457;0;0;0;166805;17412;15892;1081;439;220;112752;6,48;67,6;2,52;121
0803;Városi Karolina KH-RI, Mosonmagyaróvár;01;Belgyógyászat;84;84;84;0;0;0;30660;3109;2850;64;195;29;24196;7,78;78,92;6,27;122
0803;Városi Karolina KH-RI, Mosonmagyaróvár;02;Sebészet;35;35;35;0;0;0;12775;1792;1592;175;25;13;10399;5,8;81,4;1,4;122
0803;Városi Karolina KH-RI, Mosonmagyaróvár;03;Traumatológia;22;22;22;0;0;0;8030;1247;1158;83;6;15;6597;5,29;82,15;0,48;122
0803;Városi Karolina KH-RI, Mosonmagyaróvár;04;Szülészet-nőgyógyászat;30;30;30;0;0;0;10950;1892;1869;23;0;2;9137;4,83;83,44;0;122
0803;Városi Karolina KH-RI, Mosonmagyaróvár;05;Csecs.- és gyermekgyógy.;20;20;20;0;0;0;7300;902;902;0;0;1;4902;5,43;67,15;0;122
0803;Városi Karolina KH-RI, Mosonmagyaróvár;15;Intenzív betegellátó;6;6;6;0;0;0;2190;316;30;257;29;3;953;3,02;43,52;9,18;122
0803;Városi Karolina KH-RI, Mosonmagyaróvár;19;Tüdőgyógyászat;30;30;30;0;0;0;10950;672;498;148;26;2;7832;11,65;71,53;3,87;122
0803;Városi Karolina KH-RI, Mosonmagyaróvár;"";Aktív betegell. oszt. együtt;227;227;227;0;0;0;82855;9930;8899;750;281;65;64016;6,45;77,26;2,83;122
0804;Városi Margit KH-RI, Csorna;01;Belgyógyászat;51;51;51;0;0;0;18615;1533;1410;75;48;13;10943;7,14;58,79;3,13;123
