V2;V1;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;file
0604;Szeged Megyei Jogú Város Önkormányzat Gyermekkórháza;06;Fül-orr-gégészet;20;20;20;0;20;20;2560;2555;5;0;0;7300;6105;2,38;83,63;0;105
0604;Szeged Megyei Jogú Város Önkormányzat Gyermekkórháza;15;Intenzív betegellátó;6;6;6;0;6;6;127;82;43;2;0;2190;1797;14,15;82,05;1,57;105
0604;Szeged Megyei Jogú Város Önkormányzat Gyermekkórháza;"";Aktív betegell. oszt. együtt;104;104;104;0;104;104;5719;5660;57;2;0;37960;29773;5,21;78,43;0,03;105
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;01;Belgyógyászat;70;70;70;0;70;70;2093;1727;230;136;0;25550;18897;9,03;73,96;6,5;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;02;Sebészet;40;40;40;0;40;40;2138;1996;108;34;72;14600;10439;4,88;71,5;1,59;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;04;Szülészet-nőgyógyászat;30;30;30;0;30;30;1723;1714;9;0;0;10950;10377;6,02;94,77;0;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;05;Csecs.- és gyermekgyógy.;20;20;20;0;20;20;1043;1042;0;1;0;7300;5871;5,63;80,42;0,1;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;06;Fül-orr-gégészet;15;15;15;0;15,8;15,8;782;764;12;6;16;5770;3396;4,34;58,86;0,77;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;07;Szemészet;15;15;15;0;15,8;15,8;866;862;4;0;0;5770;3975;4,59;68,89;0;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;09;Ideggyógyászat;25;25;25;0;25,8;25,8;674;532;87;55;0;9420;6079;9,02;64,53;8,16;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;15;Intenzív betegellátó;5;5;5;0;5;5;305;121;114;70;0;1825;1293;4,24;70,85;22,95;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;18;Elmegyógyászat;36;36;36;0;36;36;857;652;187;18;0;13140;13469;15,72;102,5;2,1;106
0605;Városi Dr. Diósszilágyi Sámuel KH-RI, Makó;256;Aktív betegell. oszt. együtt;256;256;256;0;258,4;258,4;10481;9410;751;320;88;94325;73796;7,04;78,24;3,05;106
0606;Csongrád Megyei Önk. Mellkasi Betegségek Szakkórháza, Deszk;19;Tüdőgyógyászat;137;137;137;0;137;137;4581;3983;381;217;0;50005;42594;9,3;85,18;4,74;107
0606;Csongrád Megyei Önk. Mellkasi Betegségek Szakkórháza, Deszk;;Aktív betegell. oszt. együtt;137;137;137;0;137;137;4581;3983;381;217;0;50005;42594;9,3;85,18;4,74;107
0643;Szegedi Tudományegyetem;01;Belgyógyászat;233;233;201;0;233;232,2;10871;9982;555;334;66;84757;73333;6,75;86,52;3,07;109
0643;Szegedi Tudományegyetem;02;Sebészet;166;166;166;0;166;166;10232;8339;1837;56;552;60590;52892;5,17;87,29;0,55;109
0643;Szegedi Tudományegyetem;03;Traumatológia;66;66;66;0;66;66;2834;2654;156;24;1;24090;21012;7,41;87,22;0,85;109
0643;Szegedi Tudományegyetem;04;Szülészet-nőgyógyászat;100;100;100;0;100;100;6849;6743;106;0;812;36500;30496;4,45;83,55;0;109
0643;Szegedi Tudományegyetem;05;Csecs.- és gyermekgyógy.;89;89;89;0;89;89;3289;2981;269;39;0;32485;22622;6,88;69,64;1,19;109
0643;Szegedi Tudományegyetem;06;Fül-orr-gégészet;43;43;43;0;43;43;2410;2334;68;8;1;15695;12599;5,23;80,27;0,33;109
0643;Szegedi Tudományegyetem;07;Szemészet;54;54;54;0;54;54;3577;3567;10;0;0;19710;12884;3,6;65,37;0;109
0643;Szegedi Tudományegyetem;08;Bőr- és nemibeteg;40;40;40;0;40;40;2018;1921;91;6;0;14600;15596;7,73;106,8;0,3;109
0643;Szegedi Tudományegyetem;09;Ideggyógyászat;56;56;56;0;56;56;1691;1588;93;10;0;20440;14293;8,45;69,93;0,59;109
0643;Szegedi Tudományegyetem;10;Ortopédia;60;60;60;0;60;60;1849;1795;54;0;0;21900;19663;10,63;89,79;0;109
0643;Szegedi Tudományegyetem;12;Onkológia, onkoradiológia;53;53;53;0;53;53;2565;2517;16;32;0;19345;12121;4,73;62,66;1,25;109
0643;Szegedi Tudományegyetem;13;Fog- és szájsebészet;12;12;12;0;12;12;471;466;5;0;0;4380;1913;4,06;43,68;0;109
0643;Szegedi Tudományegyetem;15;Intenzív betegellátó;45;45;45;0;45;45;3148;556;2301;291;13;16425;11548;3,67;70,31;9,24;109
0643;Szegedi Tudományegyetem;18;Elmegyógyászat;98;98;98;0;98;98;2180;2090;86;4;0;35770;28766;13,2;80,42;0,18;109
0643;Szegedi Tudományegyetem;"";Aktív betegell. oszt. együtt;1115;1115;1083;0;1115;1114,2;53984;47533;5647;804;1445;406687;329738;6,11;81,08;1,49;109
0101;Fővárosi Szent Imre KH-RI;01;Belgyógyászat;280;280;280;0;280;280;11288;9597;1263;428;0;102200;89419;7,92;87,49;3,79;11
0101;Fővárosi Szent Imre KH-RI;02;Sebészet;60;38;38;22;60;38;2212;1999;171;42;0;13870;14279;6,46;102,9;1,9;11
0101;Fővárosi Szent Imre KH-RI;04;Szülészet-nőgyógyászat;60;44;44;16;60;44;3796;3767;28;1;1;16060;13633;3,59;84,89;0,03;11
0101;Fővárosi Szent Imre KH-RI;06;Fül-orr-gégészet;30;30;30;0;30;30;3341;3297;16;28;1;10950;9568;2,86;87,38;0,84;11
0101;Fővárosi Szent Imre KH-RI;07;Szemészet;20;20;20;0;20;20;1550;1535;15;0;1;7300;5210;3,36;71,37;0;11
0101;Fővárosi Szent Imre KH-RI;09;Ideggyógyászat;61;61;61;0;61;61;2317;1881;320;116;0;22265;16733;7,22;75,15;5,01;11
0101;Fővárosi Szent Imre KH-RI;12;Onkológia, onkoradiológia;32;32;32;0;32;32;1703;1620;44;39;0;11680;10890;6,39;93,24;2,29;11
0101;Fővárosi Szent Imre KH-RI;15;Intenzív betegellátó;13;13;13;0;15,1;15,1;938;332;430;176;0;5500;4446;4,74;80,84;18,76;11
0101;Fővárosi Szent Imre KH-RI;18;Elmegyógyászat;60;60;60;0;60;60;930;719;199;12;0;21900;17152;18,44;78,32;1,29;11
0101;Fővárosi Szent Imre KH-RI;19;Tüdőgyógyászat;40;40;40;0;40;40;1122;925;126;71;0;14600;11098;9,89;76,01;6,33;11
0101;Fővárosi Szent Imre KH-RI;"";Aktív betegell. oszt. együtt;656;618;618;38;658,1;620,1;29197;25672;2612;913;3;226325;192428;6,59;85,02;3,13;11
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;01;Belgyógyászat;300;300;300;0;300;300;11974;9866;1583;525;1;109500;88736;7,41;81,04;4,38;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;02;Sebészet;126;126;126;0;126;126;6019;5542;393;84;4;45990;34625;5,75;75,29;1,4;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;03;Traumatológia;100;100;100;0;100;100;4447;4148;270;29;4;36500;29028;6,53;79,53;0,65;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;04;Szülészet-nőgyógyászat;110;110;110;0;110;110;5728;5637;79;12;1283;40150;25413;4,44;63,3;0,21;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;05;Csecs.- és gyermekgyógy.;102;102;102;0;102;102;3766;3653;104;9;0;37230;20869;5,54;56,05;0,24;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;06;Fül-orr-gégészet;40;40;40;0;40;40;2807;2720;76;11;1;14600;12112;4,31;82,96;0,39;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;07;Szemészet;26;26;26;0;26;26;1899;1892;7;0;0;9490;6775;3,57;71,39;0;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;08;Bőr- és nemibeteg;23;23;23;0;23;23;826;794;28;4;0;8395;5637;6,82;67,15;0,48;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;09;Ideggyógyászat;56;56;56;0;56;56;1889;1522;164;203;0;20440;14783;7,83;72,32;10,75;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;10;Ortopédia;33;33;33;0;33;33;1196;1128;68;0;1;12045;10420;8,71;86,51;0;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;11;Urológia;30;30;30;0;30;30;1730;1696;26;8;18;10950;7529;4,35;68,76;0,46;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;12;Onkológia, onkoradiológia;24;24;24;0;24;24;1751;1736;8;7;1;8760;8601;4,91;98,18;0,4;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;14;Reumatológia;71;71;71;0;71;71;1715;1680;34;1;0;25915;22358;13,04;86,27;0,06;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;15;Intenzív betegellátó;20;20;20;0;20;20;1495;168;1029;298;1;7300;5625;3,76;77,05;19,93;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;16;Fertőző betegellátó;35;35;35;0;35;35;1442;1329;85;28;0;12775;8606;5,97;67,37;1,94;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;17;Felvételi osztály;22;22;22;0;22;22;3822;2892;826;104;0;8030;4673;1,22;58,19;2,72;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;18;Elmegyógyászat;85;85;85;0;85;85;1951;767;1165;19;0;31025;27060;13,87;87,22;0,97;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;19;Tüdőgyógyászat;64;64;64;0;64;64;1912;994;809;109;0;23360;22126;11,57;94,72;5,7;112
0701;Fejér Megyei Szent György Kórház, Székesfehérvár;"";Aktív betegell. oszt. együtt;1267;1267;1267;0;1267;1267;56369;48164;6754;1451;1314;462455;354976;6,3;76,76;2,57;112
0702;Városl Szent Pantaleon Kórház, Dunaújváros;01;Belgyógyászat;152;152;152;0;153,2;153,2;5873;5085;516;272;0;55904;46661;7,95;83,47;4,63;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;02;Sebészet;65;65;65;0;65;65;2466;2254;180;32;0;23725;16408;6,65;69,16;1,3;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;03;Traumatológia;50;50;50;0;50;50;1729;1677;39;13;1;18250;12920;7,47;70,79;0,75;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;04;Szülészet-nőgyógyászat;59;59;59;0;65,4;65,4;3055;3039;14;2;11;23867;15259;4,99;63,93;0,07;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;05;Csecs.- és gyermekgyógy.;42;42;42;0;42,6;42,6;1730;1710;19;1;1;15542;9459;5,47;60,86;0,06;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;06;Fül-orr-gégészet;25;25;25;0;27,9;27,9;1911;1893;8;10;0;10185;7111;3,72;69,82;0,52;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;07;Szemészet;24;24;24;0;24,6;24,6;1547;1536;11;0;0;8972;5898;3,81;65,74;0;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;09;Ideggyógyászat;50;50;50;0;50;50;2329;2259;47;23;0;18250;18102;7,77;99,19;0,99;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;10;Ortopédia;5;5;5;0;5;5;196;194;2;0;0;1825;1372;7;75,18;0;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;11;Urológia;24;24;24;0;24,6;24,6;1215;1184;22;9;0;8972;5706;4,7;63,6;0,74;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;15;Intenzív betegellátó;12;12;12;0;12;12;752;183;446;123;0;4380;3507;4,66;80,07;16,36;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;16;Fertőző betegellátó;30;30;30;0;30;30;1277;1060;164;53;0;10950;11285;8,84;103,1;4,15;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;18;Elmegyógyászat;50;50;50;0;50;50;1075;767;292;16;0;18250;19238;17,9;105,4;1,49;113
0702;Városl Szent Pantaleon Kórház, Dunaújváros;"";Aktív betegell. oszt. együtt;588;588;588;0;600,2;600,2;25155;22841;1760;554;13;219072;172926;6,87;78,94;2,2;113
0703;Városi KH-RI, Mór;01;Belgyógyászat;45;45;45;0;45;45;1714;1512;88;114;0;16425;13699;7,99;83,4;6,65;114
0703;Városi KH-RI, Mór;02;Sebészet;45;45;45;0;45;45;1648;1564;72;12;0;16425;8687;5,27;52,89;0,73;114
0703;Városi KH-RI, Mór;04;Szülészet-nőgyógyászat;30;30;30;0;30;30;1468;1432;36;0;3;10950;6817;4,64;62,26;0;114
0703;Városi KH-RI, Mór;"";Aktív betegell. oszt. együtt;120;120;120;0;120;120;4830;4508;196;126;3;43800;29203;6,05;66,67;2,61;114
0801;Megyei Petz Aladár Kórház, Győr;01;Belgyógyászat;223;223;223;0;223;223;8715;7495;721;499;1;81395;63023;7,23;77,43;5,73;119
0801;Megyei Petz Aladár Kórház, Győr;02;Sebészet;222;222;222;0;222;222;8387;7879;334;174;10;81030;57186;6,82;70,57;2,07;119
0801;Megyei Petz Aladár Kórház, Győr;03;Traumatológia;100;100;100;0;100;100;4747;4561;133;53;54;36500;31062;6,54;85,1;1,12;119
0801;Megyei Petz Aladár Kórház, Győr;04;Szülészet-nőgyógyászat;130;130;130;0;130;130;7050;7015;33;2;1263;47450;32475;4,61;68,44;0,03;119
0801;Megyei Petz Aladár Kórház, Győr;05;Csecs.- és gyermekgyógy.;68;68;68;0;68;68;3182;2985;176;21;0;24820;20131;6,33;81,11;0,66;119
0801;Megyei Petz Aladár Kórház, Győr;06;Fül-orr-gégészet;40;40;40;0;40;40;1730;1682;30;18;0;14600;11620;6,72;79,59;1,04;119
0801;Megyei Petz Aladár Kórház, Győr;07;Szemészet;40;40;40;0;40;40;791;782;9;0;0;14600;7078;8,95;48,48;0;119
0801;Megyei Petz Aladár Kórház, Győr;08;Bőr- és nemibeteg;25;25;25;0;25;25;564;545;15;4;0;9125;6176;10,95;67,68;0,71;119
0801;Megyei Petz Aladár Kórház, Győr;09;Ideggyógyászat;46;46;46;0;46;46;1823;1368;277;178;0;16790;15092;8,28;89,89;9,76;119
0801;Megyei Petz Aladár Kórház, Győr;10;Ortopédia;28;28;28;0;28;28;867;854;13;0;0;10220;8466;9,76;82,84;0;119
0801;Megyei Petz Aladár Kórház, Győr;11;Urológia;40;40;40;0;40;40;2403;2359;24;20;8;14600;10230;4,26;70,07;0,83;119
0801;Megyei Petz Aladár Kórház, Győr;12;Onkológia, onkoradiológia;73;73;73;0;73;73;2976;2837;32;107;0;26645;13280;4,46;49,84;3,6;119
0801;Megyei Petz Aladár Kórház, Győr;13;Fog- és szájsebészet;14;14;14;0;14;14;582;576;3;3;0;5110;2995;5,15;58,61;0,52;119
0801;Megyei Petz Aladár Kórház, Győr;14;Reumatológia;54;54;54;0;54;54;1306;1302;4;0;0;19710;17256;13,21;87,55;0;119
0801;Megyei Petz Aladár Kórház, Győr;15;Intenzív betegellátó;20;20;20;0;20;20;674;217;332;125;6;7300;4266;6,33;58,44;18,55;119
0801;Megyei Petz Aladár Kórház, Győr;16;Fertőző betegellátó;23;23;23;0;23;23;491;385;79;27;0;8395;4311;8,78;51,35;5,5;119
0801;Megyei Petz Aladár Kórház, Győr;18;Elmegyógyászat;180;180;180;0;180;180;3247;2569;555;123;0;65700;48526;14,94;73,86;3,79;119
0801;Megyei Petz Aladár Kórház, Győr;19;Tüdőgyógyászat;36;36;36;0;36;36;865;660;126;79;0;13140;10692;12,36;81,37;9,13;119
0801;Megyei Petz Aladár Kórház, Győr;"";Aktív betegell. oszt. együtt;1362;1362;1362;0;1362;1362;50400;46071;2896;1433;1342;497130;363865;7,22;73,19;2,84;119
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;01;Belgyógyászat;80;80;80;0;80;80;3252;2814;249;189;0;29200;28065;8,63;96,11;5,81;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;02;Sebészet;50;50;50;0;50;50;1703;1488;185;30;2;18250;10062;5,91;55,13;1,76;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;03;Traumatológia;30;30;30;0;30;30;1319;1268;39;12;5;10950;6435;4,88;58,77;0,91;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;04;Szülészet-nőgyógyászat;40;40;40;0;40;40;2126;2117;9;0;0;14600;8728;4,11;59,78;0;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;15;Intenzív betegellátó;4;4;4;0;4;4;147;10;92;45;0;1460;753;5,12;51,58;30,61;12
0104;Fővárosi Önkormányzat Csepeli Weiss Manfréd Kórháza;"";Aktív betegell. oszt. együtt;204;204;204;0;204;204;8547;7697;574;276;7;74460;54043;6,32;72,58;3,23;12
0802;Sopron Megyei Jogú Város Erzsébet Kórház;01;Belgyógyászat;72;72;72;0;72;72;2044;1716;204;124;0;26280;18292;8,95;69,6;6,07;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;02;Sebészet;60;60;60;0;60;60;2454;2277;120;57;20;21900;16103;6,56;73,53;2,32;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;03;Traumatológia;40;40;40;0;40;40;1910;1851;51;8;166;14600;9148;4,79;62,66;0,42;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;04;Szülészet-nőgyógyászat;42;42;42;0;42;42;2687;2675;9;3;13;15330;10674;3,97;69,63;0,11;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;05;Csecs.- és gyermekgyógy.;48;48;48;0;48;48;1626;1620;3;3;0;17520;9511;5,85;54,29;0,18;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;06;Fül-orr-gégészet;20;20;20;0;20;20;1286;1273;7;6;1;7300;3753;2,92;51,41;0,47;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;07;Szemészet;20;20;20;0;20;20;1020;1017;3;0;68;7300;4384;4,3;60,05;0;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;09;Ideggyógyászat;45;45;45;0;45;45;1630;1379;142;109;0;16425;12699;7,79;77,32;6,69;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;11;Urológia;20;20;20;0;20;20;1133;1103;19;11;15;7300;5037;4,45;69;0,97;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;15;Intenzív betegellátó;8;8;8;0;8;8;295;41;188;66;0;2920;1429;4,84;48,94;22,37;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;18;Elmegyógyászat;42;42;42;0;42;42;752;561;172;19;0;15330;11417;15,18;74,47;2,53;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;19;Tüdőgyógyászat;40;40;40;0;40;40;961;858;26;77;0;14600;9824;10,22;67,29;8,01;120
0802;Sopron Megyei Jogú Város Erzsébet Kórház;"";Aktív betegell. oszt. együtt;457;457;457;0;457;457;17798;16371;944;483;283;166805;112271;6,31;67,31;2,71;120
0803;Városi Karolina KH-RI, Mosonmagyaróvár;01;Belgyógyászat;84;84;84;0;84;84;3199;2945;62;192;0;30660;24680;7,71;80,5;6;121
0803;Városi Karolina KH-RI, Mosonmagyaróvár;02;Sebészet;35;35;35;0;35;35;1709;1556;136;17;0;12775;10198;5,97;79,83;0,99;121
0803;Városi Karolina KH-RI, Mosonmagyaróvár;03;Traumatológia;22;22;22;0;22;22;1248;1189;56;3;0;8030;6107;4,89;76,05;0,24;121
0803;Városi Karolina KH-RI, Mosonmagyaróvár;04;Szülészet-nőgyógyászat;30;30;30;0;30;30;1943;1927;16;0;9;10950;9821;5,05;89,69;0;121
0803;Városi Karolina KH-RI, Mosonmagyaróvár;05;Csecs.- és gyermekgyógy.;20;20;20;0;20;20;851;850;1;0;0;7300;4267;5,01;58,45;0;121
0803;Városi Karolina KH-RI, Mosonmagyaróvár;15;Intenzív betegellátó;6;6;6;0;6;6;269;28;204;37;0;2190;929;3,45;42,42;13,75;121
0803;Városi Karolina KH-RI, Mosonmagyaróvár;19;Tüdőgyógyászat;30;30;30;0;30;30;753;591;118;44;0;10950;8316;11,04;75,95;5,84;121
0803;Városi Karolina KH-RI, Mosonmagyaróvár;"";Aktív betegell. oszt. együtt;227;227;227;0;227;227;9972;9086;593;293;9;82855;64318;6,45;77,63;2,94;121
0804;Városi Margit KH-RI, Csorna;01;Belgyógyászat;51;51;51;0;51;51;1573;1430;72;71;0;18615;11368;7,23;61,07;4,51;122
0804;Városi Margit KH-RI, Csorna;02;Sebészet;39;39;39;0;39;39;1117;1059;40;18;0;14235;6509;5,83;45,73;1,61;122
0804;Városi Margit KH-RI, Csorna;04;Szülészet-nőgyógyászat;25;25;25;0;25;25;1222;1221;1;0;2;9125;5487;4,49;60,13;0;122
0804;Városi Margit KH-RI, Csorna;09;Ideggyógyászat;30;30;30;0;30;30;872;770;55;47;0;10950;8906;10,21;81,33;5,39;122
